location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Luxembourg,LUX,12/30/2020,1200,1200.0,,,,0.19,0.19,,
Luxembourg,LUX,12/31/2020,,,,,62,,,,99.0
Luxembourg,LUX,01/01/2021,,,,,62,,,,99.0
Luxembourg,LUX,01/02/2021,,,,,62,,,,99.0
Luxembourg,LUX,01/03/2021,,,,,62,,,,99.0
Luxembourg,LUX,01/04/2021,,,,,62,,,,99.0
Luxembourg,LUX,01/05/2021,,,,,62,,,,99.0
Luxembourg,LUX,01/06/2021,,,,,62,,,,99.0
Luxembourg,LUX,01/07/2021,,,,,62,,,,99.0
Luxembourg,LUX,01/08/2021,,,,,62,,,,99.0
Luxembourg,LUX,01/09/2021,,,,,62,,,,99.0
Luxembourg,LUX,01/10/2021,,,,,62,,,,99.0
Luxembourg,LUX,01/11/2021,1943,1943.0,,,62,0.31,0.31,,99.0
Luxembourg,LUX,01/12/2021,2372,2372.0,,429.0,114,0.38,0.38,,182.0
Luxembourg,LUX,01/13/2021,2871,2871.0,,499.0,177,0.46,0.46,,283.0
Luxembourg,LUX,01/14/2021,3233,3233.0,,362.0,220,0.52,0.52,,351.0
Luxembourg,LUX,01/15/2021,,,,,236,,,,377.0
Luxembourg,LUX,01/16/2021,,,,,252,,,,403.0
Luxembourg,LUX,01/17/2021,3755,3755.0,,,268,0.6,0.6,,428.0
Luxembourg,LUX,01/18/2021,4569,4569.0,,814.0,375,0.73,0.73,,599.0
Luxembourg,LUX,01/19/2021,5294,5294.0,,725.0,417,0.85,0.85,,666.0
Luxembourg,LUX,01/20/2021,6193,6193.0,,899.0,475,0.99,0.99,,759.0
Luxembourg,LUX,01/21/2021,6897,6897.0,,704.0,523,1.1,1.1,,835.0
Luxembourg,LUX,01/22/2021,,,,,558,,,,891.0
Luxembourg,LUX,01/23/2021,,,,,592,,,,946.0
Luxembourg,LUX,01/24/2021,,,,,626,,,,1000.0
Luxembourg,LUX,01/25/2021,8554,7309.0,1245.0,,569,1.37,1.17,0.2,909.0
Luxembourg,LUX,01/26/2021,9525,8280.0,1245.0,971.0,604,1.52,1.32,0.2,965.0
Luxembourg,LUX,01/27/2021,10449,9107.0,1342.0,924.0,608,1.67,1.45,0.21,971.0
Luxembourg,LUX,01/28/2021,11373,9890.0,1483.0,924.0,639,1.82,1.58,0.24,1021.0
Luxembourg,LUX,01/29/2021,,,,,630,,,,1006.0
Luxembourg,LUX,01/30/2021,,,,,622,,,,994.0
Luxembourg,LUX,01/31/2021,12428,10748.0,1680.0,,613,1.99,1.72,0.27,979.0
Luxembourg,LUX,02/01/2021,13241,11336.0,1905.0,813.0,670,2.12,1.81,0.3,1070.0
Luxembourg,LUX,02/02/2021,14252,11925.0,2327.0,1011.0,675,2.28,1.91,0.37,1078.0
Luxembourg,LUX,02/03/2021,15407,12597.0,2810.0,1155.0,708,2.46,2.01,0.45,1131.0
Luxembourg,LUX,02/04/2021,16419,13256.0,3163.0,1012.0,721,2.62,2.12,0.51,1152.0
Luxembourg,LUX,02/05/2021,,,,,728,,,,1163.0
Luxembourg,LUX,02/06/2021,,,,,736,,,,1176.0
Luxembourg,LUX,02/07/2021,17628,13940.0,3688.0,,743,2.82,2.23,0.59,1187.0
Luxembourg,LUX,02/08/2021,18139,14089.0,4050.0,511.0,700,2.9,2.25,0.65,1118.0
Luxembourg,LUX,02/09/2021,18653,14227.0,4426.0,514.0,629,2.98,2.27,0.71,1005.0
Luxembourg,LUX,02/10/2021,19923,15052.0,4871.0,1270.0,645,3.18,2.4,0.78,1030.0
Luxembourg,LUX,02/11/2021,21390,16131.0,5259.0,1467.0,710,3.42,2.58,0.84,1134.0
Luxembourg,LUX,02/12/2021,,,,,724,,,,1157.0
Luxembourg,LUX,02/13/2021,,,,,738,,,,1179.0
Luxembourg,LUX,02/14/2021,22895,17257.0,5638.0,,752,3.66,2.76,0.9,1201.0
Luxembourg,LUX,02/15/2021,24024,18055.0,5969.0,1129.0,841,3.84,2.88,0.95,1344.0
Luxembourg,LUX,02/16/2021,25918,19622.0,6296.0,1894.0,1038,4.14,3.13,1.01,1658.0
Luxembourg,LUX,02/17/2021,27119,20605.0,6514.0,1201.0,1028,4.33,3.29,1.04,1642.0
Luxembourg,LUX,02/18/2021,28933,21853.0,7080.0,1814.0,1078,4.62,3.49,1.13,1722.0
Luxembourg,LUX,02/19/2021,,,,,1104,,,,1764.0
Luxembourg,LUX,02/20/2021,,,,,1130,,,,1805.0
Luxembourg,LUX,02/21/2021,30985,23259.0,7726.0,,1156,4.95,3.72,1.23,1847.0
Luxembourg,LUX,02/22/2021,31926,23685.0,8241.0,941.0,1129,5.1,3.78,1.32,1804.0
Luxembourg,LUX,02/23/2021,33370,24508.0,8862.0,1444.0,1065,5.33,3.92,1.42,1701.0
Macao,MAC,02/08/2021,0,,,,,0.0,,,
Macao,MAC,02/09/2021,595,,,595.0,595,0.09,,,916.0
Macao,MAC,02/10/2021,,,,,376,,,,579.0
Macao,MAC,02/11/2021,,,,,302,,,,465.0
Macao,MAC,02/12/2021,,,,,266,,,,410.0
Macao,MAC,02/13/2021,,,,,244,,,,376.0
Macao,MAC,02/14/2021,,,,,229,,,,353.0
Macao,MAC,02/15/2021,,,,,219,,,,337.0
Macao,MAC,02/16/2021,,,,,156,,,,240.0
Macao,MAC,02/17/2021,,,,,156,,,,240.0
Macao,MAC,02/18/2021,2000,,,,156,0.31,,,240.0
Maldives,MDV,02/02/2021,880,,,,,0.16,,,
Maldives,MDV,02/03/2021,1578,,,698.0,698,0.29,,,1291.0
Maldives,MDV,02/04/2021,3204,,,1626.0,1162,0.59,,,2150.0
Maldives,MDV,02/05/2021,4269,,,1065.0,1130,0.79,,,2090.0
Maldives,MDV,02/06/2021,6854,,,2585.0,1494,1.27,,,2764.0
Maldives,MDV,02/07/2021,9752,,,2898.0,1774,1.8,,,3282.0
Maldives,MDV,02/08/2021,12934,,,3182.0,2009,2.39,,,3717.0
Maldives,MDV,02/09/2021,16251,,,3317.0,2196,3.01,,,4063.0
Maldives,MDV,02/10/2021,20161,,,3910.0,2655,3.73,,,4912.0
Maldives,MDV,02/11/2021,25327,,,5166.0,3160,4.69,,,5846.0
Maldives,MDV,02/12/2021,27367,,,2040.0,3300,5.06,,,6105.0
Maldives,MDV,02/13/2021,33106,,,5739.0,3750,6.12,,,6937.0
Maldives,MDV,02/14/2021,38591,,,5485.0,4120,7.14,,,7622.0
Maldives,MDV,02/15/2021,43817,,,5226.0,4412,8.11,,,8162.0
Maldives,MDV,02/16/2021,50047,,,6230.0,4828,9.26,,,8932.0
Maldives,MDV,02/17/2021,56218,,,6171.0,5151,10.4,,,9529.0
Maldives,MDV,02/18/2021,64048,,,7830.0,5532,11.85,,,10234.0
Maldives,MDV,02/19/2021,64048,,,0.0,5240,11.85,,,9694.0
Maldives,MDV,02/20/2021,70009,,,5961.0,5272,12.95,,,9753.0
Maldives,MDV,02/21/2021,75013,,,5004.0,5203,13.88,,,9626.0
Maldives,MDV,02/22/2021,80159,,,5146.0,5192,14.83,,,9605.0
Maldives,MDV,02/23/2021,85110,,,4951.0,5009,15.75,,,9267.0
Maldives,MDV,02/24/2021,90865,,,5755.0,4950,16.81,,,9157.0
Malta,MLT,01/17/2021,11705,11705.0,,,,2.65,2.65,,
Malta,MLT,01/18/2021,13002,13002.0,,1297.0,1297,2.94,2.94,,2937.0
Malta,MLT,01/19/2021,14276,14276.0,,1274.0,1286,3.23,3.23,,2913.0
Malta,MLT,01/20/2021,15316,15316.0,,1040.0,1204,3.47,3.47,,2727.0
Malta,MLT,01/21/2021,16531,16531.0,,1215.0,1206,3.74,3.74,,2731.0
Malta,MLT,01/22/2021,17767,17767.0,,1236.0,1212,4.02,4.02,,2745.0
Malta,MLT,01/23/2021,18930,18930.0,,1163.0,1204,4.29,4.29,,2727.0
Malta,MLT,01/24/2021,19981,18783.0,1198.0,1051.0,1182,4.53,4.25,0.27,2677.0
Malta,MLT,01/25/2021,21172,19709.0,1463.0,1191.0,1167,4.8,4.46,0.33,2643.0
Malta,MLT,01/26/2021,22371,20677.0,1694.0,1199.0,1156,5.07,4.68,0.38,2618.0
Malta,MLT,01/27/2021,23512,21417.0,2095.0,1141.0,1171,5.33,4.85,0.47,2652.0
Malta,MLT,01/28/2021,24680,22162.0,2518.0,1168.0,1164,5.59,5.02,0.57,2636.0
Malta,MLT,01/29/2021,25822,22853.0,2969.0,1142.0,1151,5.85,5.18,0.67,2607.0
Malta,MLT,01/30/2021,26847,23391.0,3456.0,1025.0,1131,6.08,5.3,0.78,2561.0
Malta,MLT,01/31/2021,27759,23811.0,3948.0,912.0,1111,6.29,5.39,0.89,2516.0
Malta,MLT,02/01/2021,29002,24526.0,4476.0,1243.0,1119,6.57,5.55,1.01,2534.0
Malta,MLT,02/02/2021,30252,25361.0,4891.0,1250.0,1126,6.85,5.74,1.11,2550.0
Malta,MLT,02/03/2021,31633,26223.0,5410.0,1381.0,1160,7.16,5.94,1.23,2627.0
Malta,MLT,02/04/2021,33477,27020.0,6457.0,1844.0,1257,7.58,6.12,1.46,2847.0
Malta,MLT,02/05/2021,35676,28082.0,7594.0,2199.0,1408,8.08,6.36,1.72,3189.0
Malta,MLT,02/06/2021,37586,28837.0,8749.0,1910.0,1534,8.51,6.53,1.98,3474.0
Malta,MLT,02/07/2021,39257,29339.0,9918.0,1671.0,1643,8.89,6.64,2.25,3721.0
Malta,MLT,02/08/2021,41285,30235.0,11050.0,2028.0,1755,9.35,6.85,2.5,3975.0
Malta,MLT,02/09/2021,43337,31202.0,12135.0,2052.0,1869,9.81,7.07,2.75,4233.0
Malta,MLT,02/10/2021,44598,31670.0,12928.0,1261.0,1852,10.1,7.17,2.93,4194.0
Malta,MLT,02/11/2021,46344,32524.0,13820.0,1746.0,1838,10.5,7.37,3.13,4163.0
Malta,MLT,02/12/2021,48474,33735.0,14739.0,2130.0,1828,10.98,7.64,3.34,4140.0
Malta,MLT,02/13/2021,50175,34574.0,15601.0,1701.0,1798,11.36,7.83,3.53,4072.0
Malta,MLT,02/14/2021,51641,35376.0,16265.0,1466.0,1769,11.7,8.01,3.68,4006.0
Malta,MLT,02/15/2021,53647,36545.0,17102.0,2006.0,1766,12.15,8.28,3.87,4000.0
Malta,MLT,02/16/2021,55709,37866.0,17843.0,2062.0,1767,12.62,8.58,4.04,4002.0
Malta,MLT,02/17/2021,57683,39147.0,18536.0,1974.0,1869,13.06,8.87,4.2,4233.0
Malta,MLT,02/18/2021,59702,40503.0,19199.0,2019.0,1908,13.52,9.17,4.35,4321.0
Malta,MLT,02/19/2021,62059,42231.0,19828.0,2357.0,1941,14.06,9.56,4.49,4396.0
Malta,MLT,02/20/2021,63308,43119.0,20189.0,1249.0,1876,14.34,9.77,4.57,4249.0
Malta,MLT,02/21/2021,64419,43888.0,20531.0,1111.0,1825,14.59,9.94,4.65,4133.0
Malta,MLT,02/22/2021,66334,45174.0,21160.0,1915.0,1812,15.02,10.23,4.79,4104.0
Malta,MLT,02/23/2021,68779,47012.0,21767.0,2445.0,1867,15.58,10.65,4.93,4228.0
Mauritius,MUS,01/25/2021,0,0.0,,,,0.0,0.0,,
Mauritius,MUS,01/26/2021,,,,,30,,,,24.0
Mauritius,MUS,01/27/2021,,,,,30,,,,24.0
Mauritius,MUS,01/28/2021,,,,,30,,,,24.0
Mauritius,MUS,01/29/2021,,,,,30,,,,24.0
Mauritius,MUS,01/30/2021,,,,,30,,,,24.0
Mauritius,MUS,01/31/2021,,,,,30,,,,24.0
Mauritius,MUS,02/01/2021,207,207.0,,,30,0.02,0.02,,24.0
Mauritius,MUS,02/02/2021,,,,,58,,,,46.0
Mauritius,MUS,02/03/2021,,,,,86,,,,68.0
Mauritius,MUS,02/04/2021,,,,,114,,,,90.0
Mauritius,MUS,02/05/2021,,,,,143,,,,112.0
Mauritius,MUS,02/06/2021,,,,,171,,,,134.0
Mauritius,MUS,02/07/2021,,,,,199,,,,156.0
Mauritius,MUS,02/08/2021,,,,,227,,,,178.0
Mauritius,MUS,02/09/2021,,,,,227,,,,178.0
Mauritius,MUS,02/10/2021,,,,,227,,,,178.0
Mauritius,MUS,02/11/2021,,,,,227,,,,178.0
Mauritius,MUS,02/12/2021,,,,,227,,,,178.0
Mauritius,MUS,02/13/2021,,,,,227,,,,178.0
Mauritius,MUS,02/14/2021,,,,,227,,,,178.0
Mauritius,MUS,02/15/2021,,,,,227,,,,178.0
Mauritius,MUS,02/16/2021,,,,,227,,,,178.0
Mauritius,MUS,02/17/2021,3843,3843.0,,,227,0.3,0.3,,178.0
Mexico,MEX,12/24/2020,2924,2924.0,,,,0.0,0.0,,
Mexico,MEX,12/25/2020,,,,,1300,,,,10.0
Mexico,MEX,12/26/2020,,,,,1300,,,,10.0
Mexico,MEX,12/27/2020,6824,6824.0,,,1300,0.01,0.01,,10.0
Mexico,MEX,12/28/2020,9579,9579.0,,2755.0,1664,0.01,0.01,,13.0
Mexico,MEX,12/29/2020,18529,18529.0,,8950.0,3121,0.01,0.01,,24.0
Mexico,MEX,12/30/2020,24998,24998.0,,6469.0,3679,0.02,0.02,,29.0
Mexico,MEX,12/31/2020,,,,,3695,,,,29.0
Mexico,MEX,01/01/2021,,,,,4051,,,,31.0
Mexico,MEX,01/02/2021,,,,,4407,,,,34.0
Mexico,MEX,01/03/2021,,,,,4763,,,,37.0
Mexico,MEX,01/04/2021,43960,43960.0,,,4912,0.03,0.03,,38.0
Mexico,MEX,01/05/2021,48236,48236.0,,4276.0,4244,0.04,0.04,,33.0
Mexico,MEX,01/06/2021,53185,53185.0,,4949.0,4027,0.04,0.04,,31.0
Mexico,MEX,01/07/2021,58402,58402.0,,5217.0,4230,0.05,0.05,,33.0
Mexico,MEX,01/08/2021,67468,67468.0,,9066.0,4984,0.05,0.05,,39.0
Mexico,MEX,01/09/2021,74794,74794.0,,7326.0,5488,0.06,0.06,,43.0
Mexico,MEX,01/10/2021,81300,81300.0,,6506.0,5876,0.06,0.06,,46.0
Mexico,MEX,01/11/2021,87060,87060.0,,5760.0,6157,0.07,0.07,,48.0
Mexico,MEX,01/12/2021,92879,92879.0,,5819.0,6378,0.07,0.07,,49.0
Mexico,MEX,01/13/2021,192567,192567.0,,99688.0,19912,0.15,0.15,,154.0
Mexico,MEX,01/14/2021,329983,329983.0,,137416.0,38797,0.26,0.26,,301.0
Mexico,MEX,01/15/2021,417375,415417.0,1958.0,87392.0,49987,0.32,0.32,0.0,388.0
Mexico,MEX,01/16/2021,463246,461025.0,2221.0,45871.0,55493,0.36,0.36,0.0,430.0
Mexico,MEX,01/17/2021,472142,468708.0,3434.0,8896.0,55835,0.37,0.36,0.0,433.0
Mexico,MEX,01/18/2021,492529,485983.0,6546.0,20387.0,57924,0.38,0.38,0.01,449.0
Mexico,MEX,01/19/2021,498122,488513.0,9609.0,5593.0,57892,0.39,0.38,0.01,449.0
Mexico,MEX,01/20/2021,501030,489628.0,11402.0,2908.0,44066,0.39,0.38,0.01,342.0
Mexico,MEX,01/21/2021,552335,534317.0,18018.0,51305.0,31765,0.43,0.41,0.01,246.0
Mexico,MEX,01/22/2021,614808,594725.0,20083.0,62473.0,28205,0.48,0.46,0.02,219.0
Mexico,MEX,01/23/2021,618768,596296.0,22472.0,3960.0,22217,0.48,0.46,0.02,172.0
Mexico,MEX,01/24/2021,629626,604441.0,25185.0,10858.0,22498,0.49,0.47,0.02,174.0
Mexico,MEX,01/25/2021,645105,616390.0,28715.0,15479.0,21797,0.5,0.48,0.02,169.0
Mexico,MEX,01/26/2021,652319,621005.0,31314.0,7214.0,22028,0.51,0.48,0.02,171.0
Mexico,MEX,01/27/2021,656044,624730.0,31314.0,3725.0,22145,0.51,0.48,0.02,172.0
Mexico,MEX,01/28/2021,657842,626528.0,31314.0,1798.0,15072,0.51,0.49,0.02,117.0
Mexico,MEX,01/29/2021,662217,630820.0,31397.0,4375.0,6773,0.51,0.49,0.02,53.0
Mexico,MEX,01/30/2021,670307,631298.0,39009.0,8090.0,7363,0.52,0.49,0.03,57.0
Mexico,MEX,01/31/2021,673327,631485.0,41842.0,3020.0,6243,0.52,0.49,0.03,48.0
Mexico,MEX,02/01/2021,675202,631747.0,43455.0,1875.0,4300,0.52,0.49,0.03,33.0
Mexico,MEX,02/02/2021,677539,631791.0,45748.0,2337.0,3603,0.53,0.49,0.04,28.0
Mexico,MEX,02/03/2021,686601,632439.0,54162.0,9062.0,4365,0.53,0.49,0.04,34.0
Mexico,MEX,02/04/2021,695088,634346.0,60742.0,8487.0,5321,0.54,0.49,0.05,41.0
Mexico,MEX,02/05/2021,700316,636070.0,64246.0,5228.0,5443,0.54,0.49,0.05,42.0
Mexico,MEX,02/06/2021,710198,637098.0,73100.0,9882.0,5699,0.55,0.49,0.06,44.0
Mexico,MEX,02/07/2021,713517,637681.0,75836.0,3319.0,5741,0.55,0.49,0.06,45.0
Mexico,MEX,02/08/2021,717820,638391.0,79429.0,4303.0,6088,0.56,0.5,0.06,47.0
Mexico,MEX,02/09/2021,724347,640129.0,84218.0,6527.0,6687,0.56,0.5,0.07,52.0
Mexico,MEX,02/10/2021,724707,640115.0,84592.0,360.0,5444,0.56,0.5,0.07,42.0
Mexico,MEX,02/11/2021,725447,640115.0,85332.0,740.0,4337,0.56,0.5,0.07,34.0
Mexico,MEX,02/12/2021,726002,640115.0,85887.0,555.0,3669,0.56,0.5,0.07,28.0
Mexico,MEX,02/13/2021,726313,640125.0,86188.0,311.0,2302,0.56,0.5,0.07,18.0
Mexico,MEX,02/14/2021,,,,,3497,,,,27.0
Mexico,MEX,02/15/2021,749682,663484.0,86198.0,,4552,0.58,0.51,0.07,35.0
Mexico,MEX,02/16/2021,915383,829185.0,86198.0,165701.0,27291,0.71,0.64,0.07,212.0
Mexico,MEX,02/17/2021,1058139,958473.0,99666.0,142756.0,47633,0.82,0.74,0.08,369.0
Mexico,MEX,02/18/2021,1318055,,,259916.0,84658,1.02,,,657.0
Mexico,MEX,02/19/2021,1574158,1155227.0,418931.0,256103.0,121165,1.22,0.9,0.32,940.0
Mexico,MEX,02/20/2021,1656304,1210886.0,445418.0,82146.0,132856,1.28,0.94,0.35,1030.0
Mexico,MEX,02/21/2021,1689158,1236103.0,453055.0,32854.0,135880,1.31,0.96,0.35,1054.0
Mexico,MEX,02/22/2021,1733404,1277187.0,456217.0,44246.0,140532,1.34,0.99,0.35,1090.0
Mexico,MEX,02/23/2021,1801156,1336854.0,464302.0,67752.0,126539,1.4,1.04,0.36,981.0
Mexico,MEX,02/24/2021,1900784,1425395.0,475389.0,99628.0,120378,1.47,1.11,0.37,934.0
Monaco,MCO,12/30/2020,0,,,,,0.0,,,
Monaco,MCO,12/31/2020,,,,,126,,,,3211.0
Monaco,MCO,01/01/2021,,,,,126,,,,3211.0
Monaco,MCO,01/02/2021,,,,,126,,,,3211.0
Monaco,MCO,01/03/2021,,,,,126,,,,3211.0
Monaco,MCO,01/04/2021,,,,,126,,,,3211.0
Monaco,MCO,01/05/2021,,,,,126,,,,3211.0
Monaco,MCO,01/06/2021,,,,,126,,,,3211.0
Monaco,MCO,01/07/2021,,,,,126,,,,3211.0
Monaco,MCO,01/08/2021,,,,,126,,,,3211.0
Monaco,MCO,01/09/2021,,,,,126,,,,3211.0
Monaco,MCO,01/10/2021,,,,,126,,,,3211.0
Monaco,MCO,01/11/2021,,,,,126,,,,3211.0
Monaco,MCO,01/12/2021,,,,,126,,,,3211.0
Monaco,MCO,01/13/2021,,,,,126,,,,3211.0
Monaco,MCO,01/14/2021,,,,,126,,,,3211.0
Monaco,MCO,01/15/2021,,,,,126,,,,3211.0
Monaco,MCO,01/16/2021,,,,,126,,,,3211.0
Monaco,MCO,01/17/2021,,,,,126,,,,3211.0
Monaco,MCO,01/18/2021,2400,,,,126,6.12,,,3211.0
Morocco,MAR,01/28/2021,0,,,,,0.0,,,
Morocco,MAR,01/29/2021,,,,,45000,,,,1219.0
Morocco,MAR,01/30/2021,90000,,,,45000,0.24,,,1219.0
Morocco,MAR,01/31/2021,126000,,,36000.0,42000,0.34,,,1138.0
Morocco,MAR,02/01/2021,200081,,,74081.0,50020,0.54,,,1355.0
Morocco,MAR,02/02/2021,257291,,,57210.0,51458,0.7,,,1394.0
Morocco,MAR,02/03/2021,308398,,,51107.0,51400,0.84,,,1393.0
Morocco,MAR,02/04/2021,351723,,,43325.0,50246,0.95,,,1361.0
Morocco,MAR,02/05/2021,408235,,,56512.0,51891,1.11,,,1406.0
Morocco,MAR,02/06/2021,463966,,,55731.0,53424,1.26,,,1447.0
Morocco,MAR,02/07/2021,,,,,54437,,,,1475.0
Morocco,MAR,02/08/2021,550149,,,,50010,1.49,,,1355.0
Morocco,MAR,02/09/2021,615181,,,65032.0,51127,1.67,,,1385.0
Morocco,MAR,02/10/2021,746116,,,130935.0,62531,2.02,,,1694.0
Morocco,MAR,02/11/2021,855318,,,109202.0,71942,2.32,,,1949.0
Morocco,MAR,02/12/2021,1112103,,,256785.0,100553,3.01,,,2724.0
Morocco,MAR,02/13/2021,1388539,,,276436.0,132082,3.76,,,3578.0
Morocco,MAR,02/14/2021,,,,,148680,,,,4028.0
Morocco,MAR,02/15/2021,1707091,,,,165277,4.62,,,4478.0
Morocco,MAR,02/16/2021,1904169,,,197078.0,184141,5.16,,,4989.0
Morocco,MAR,02/17/2021,2081013,,,176844.0,190700,5.64,,,5167.0
Morocco,MAR,02/18/2021,2233123,,,152110.0,196829,6.05,,,5333.0
Morocco,MAR,02/19/2021,2362150,2357283.0,4867.0,129027.0,178578,6.4,6.39,0.01,4838.0
Morocco,MAR,02/20/2021,2461192,2447716.0,13476.0,99042.0,153236,6.67,6.63,0.04,4152.0
Morocco,MAR,02/21/2021,,,,,138660,,,,3757.0
Morocco,MAR,02/22/2021,2575684,2552017.0,23667.0,,124085,6.98,6.91,0.06,3362.0
Morocco,MAR,02/23/2021,2667091,2635859.0,31232.0,91407.0,108989,7.23,7.14,0.08,2953.0
Morocco,MAR,02/24/2021,2948945,2911635.0,37310.0,281854.0,123990,7.99,7.89,0.1,3359.0
Myanmar,MMR,01/26/2021,0,,,,,0.0,,,
Myanmar,MMR,01/27/2021,3800,,,3800.0,3800,0.01,,,70.0
Myanmar,MMR,01/28/2021,,,,,10178,,,,187.0
Myanmar,MMR,01/29/2021,,,,,12305,,,,226.0
Myanmar,MMR,01/30/2021,,,,,13368,,,,246.0
Myanmar,MMR,01/31/2021,,,,,14006,,,,257.0
Myanmar,MMR,02/01/2021,,,,,14431,,,,265.0
Myanmar,MMR,02/02/2021,103142,,,,14735,0.19,,,271.0
Nepal,NPL,01/26/2021,0,,,,,0.0,,,
Nepal,NPL,01/27/2021,,,,,18862,,,,647.0
Nepal,NPL,01/28/2021,,,,,18862,,,,647.0
Nepal,NPL,01/29/2021,,,,,18862,,,,647.0
Nepal,NPL,01/30/2021,,,,,18862,,,,647.0
Nepal,NPL,01/31/2021,,,,,18862,,,,647.0
Nepal,NPL,02/01/2021,113175,,,,18862,0.39,,,647.0
Nepal,NPL,02/02/2021,,,,,18326,,,,629.0
Nepal,NPL,02/03/2021,,,,,17789,,,,611.0
Nepal,NPL,02/04/2021,158487,,,,17252,0.54,,,592.0
Nepal,NPL,02/05/2021,,,,,16734,,,,574.0
Nepal,NPL,02/06/2021,,,,,16216,,,,557.0
Nepal,NPL,02/07/2021,,,,,15698,,,,539.0
Nepal,NPL,02/08/2021,,,,,15179,,,,521.0
Nepal,NPL,02/09/2021,,,,,15198,,,,522.0
Nepal,NPL,02/10/2021,,,,,15217,,,,522.0
Nepal,NPL,02/11/2021,,,,,15236,,,,523.0
Nepal,NPL,02/12/2021,,,,,15236,,,,523.0
Nepal,NPL,02/13/2021,,,,,15236,,,,523.0
Nepal,NPL,02/14/2021,,,,,15236,,,,523.0
Nepal,NPL,02/15/2021,,,,,15236,,,,523.0
Nepal,NPL,02/16/2021,,,,,15236,,,,523.0
Nepal,NPL,02/17/2021,,,,,15236,,,,523.0
Nepal,NPL,02/18/2021,,,,,15236,,,,523.0
Nepal,NPL,02/19/2021,,,,,15236,,,,523.0
Nepal,NPL,02/20/2021,402264,,,,15236,1.38,,,523.0
Netherlands,NLD,01/06/2021,6000,,,,,0.04,,,
Netherlands,NLD,01/07/2021,15000,,,9000.0,9000,0.09,,,525.0
Netherlands,NLD,01/08/2021,27000,,,12000.0,10500,0.16,,,613.0
Netherlands,NLD,01/09/2021,30000,,,3000.0,8000,0.18,,,467.0
Netherlands,NLD,01/10/2021,34000,,,4000.0,7000,0.2,,,409.0
Netherlands,NLD,01/11/2021,35500,,,1500.0,5900,0.21,,,344.0
Netherlands,NLD,01/12/2021,45000,,,9500.0,6500,0.26,,,379.0
Netherlands,NLD,01/13/2021,47000,,,2000.0,5857,0.27,,,342.0
Netherlands,NLD,01/14/2021,,,,,5143,,,,300.0
Netherlands,NLD,01/15/2021,55000,,,,4000,0.32,,,233.0
Netherlands,NLD,01/16/2021,,,,,5143,,,,300.0
Netherlands,NLD,01/17/2021,77000,,,,6143,0.45,,,359.0
Netherlands,NLD,01/18/2021,,,,,7024,,,,410.0
Netherlands,NLD,01/19/2021,,,,,6762,,,,395.0
Netherlands,NLD,01/20/2021,100000,,,,7571,0.58,,,442.0
Netherlands,NLD,01/21/2021,,,,,9500,,,,554.0
Netherlands,NLD,01/22/2021,135000,,,,11429,0.79,,,667.0
Netherlands,NLD,01/23/2021,,,,,11924,,,,696.0
Netherlands,NLD,01/24/2021,163931,,,,12419,0.96,,,725.0
Netherlands,NLD,01/25/2021,173638,,,9707.0,12710,1.01,,,742.0
Netherlands,NLD,01/26/2021,185356,,,11718.0,13289,1.08,,,776.0
Netherlands,NLD,01/27/2021,203450,,,18094.0,14779,1.19,,,863.0
Netherlands,NLD,01/28/2021,215498,,,12048.0,14000,1.26,,,817.0
Netherlands,NLD,01/29/2021,226298,,,10800.0,13043,1.32,,,761.0
Netherlands,NLD,01/30/2021,176286,,,-50012.0,3832,1.03,,,224.0
Netherlands,NLD,01/31/2021,248055,,,71769.0,12018,1.45,,,701.0
Netherlands,NLD,02/01/2021,277275,,,29220.0,14805,1.62,,,864.0
Netherlands,NLD,02/02/2021,303702,,,26427.0,16907,1.77,,,987.0
Netherlands,NLD,02/03/2021,330494,,,26792.0,18149,1.93,,,1059.0
Netherlands,NLD,02/04/2021,356517,,,26023.0,20146,2.08,,,1176.0
Netherlands,NLD,02/05/2021,382975,,,26458.0,22382,2.24,,,1306.0
Netherlands,NLD,02/06/2021,414198,,,31223.0,33987,2.42,,,1983.0
Netherlands,NLD,02/07/2021,414858,,,660.0,23829,2.42,,,1391.0
Netherlands,NLD,02/08/2021,434417,,,19559.0,22449,2.54,,,1310.0
Netherlands,NLD,02/09/2021,460252,,,25835.0,22364,2.69,,,1305.0
Netherlands,NLD,02/10/2021,489558,,,29306.0,22723,2.86,,,1326.0
Netherlands,NLD,02/11/2021,518710,,,29152.0,23170,3.03,,,1352.0
Netherlands,NLD,02/12/2021,548430,,,29720.0,23636,3.2,,,1379.0
Netherlands,NLD,02/13/2021,577620,,,29190.0,23346,3.37,,,1362.0
Netherlands,NLD,02/14/2021,606861,,,29241.0,27429,3.54,,,1601.0
Netherlands,NLD,02/15/2021,623539,,,16678.0,27017,3.64,,,1577.0
Netherlands,NLD,02/16/2021,654186,,,30647.0,27705,3.82,,,1617.0
Netherlands,NLD,02/17/2021,687306,,,33120.0,28250,4.01,,,1649.0
Netherlands,NLD,02/18/2021,719632,,,32326.0,28703,4.2,,,1675.0
